,anime_id,name,genre,type,episodes,rating,members,vote count
1256,22693,Lady Jewelpet,"Fantasy, Magic, Romance, Shoujo",TV,52,7.61,3085,22
4683,12661,Light Lag,Music,Music,1,6.66,891,22
1914,1329,Rail of the Star: A True Story of Children,"Drama, Historical",Movie,1,7.41,1302,22
7951,3816,Idol Fight Suchie-Pai 2,"Action, Ecchi",OVA,1,4.48,573,22
7430,6318,Kigurumikku V3,"Comedy, Ecchi, Magic, Mecha, Parody",ONA,3,5.44,1181,22
11718,29852,Boku no Yayoi-san,Hentai,OVA,2,6.2,1915,22
11794,3056,Natural,Hentai,OVA,2,6.08,1084,22
11237,30898,Tsunpri,Hentai,OVA,1,7.02,2362,22
6266,15993,Ginga e Kickoff!!: Natsuyasumi Special,Sports,Special,1,6.19,762,22
7720,7809,3-tsu no Kumo,Dementia,Movie,3,5.1,918,22
7307,10979,48x61,"Comedy, Sports",ONA,1,5.55,779,22
7887,2972,Kindan no Mokushiroku: Crystal Triangle,"Adventure, Demons, Military, Mystery",OVA,1,4.75,878,22
2785,5267,Gamba no Bouken,"Adventure, Kids",TV,26,7.16,790,22
4728,33118,Kuma Miko Specials,"Comedy, Seinen",Special,2,6.65,4237,22
3081,3847,Sekai Meisaku Douwa: Hakuchou no Ouji,Fantasy,Movie,1,7.09,809,22
11320,27413,Shinkyoku no Grimoire The Animation,"Demons, Fantasy, Hentai, Supernatural",OVA,2,6.83,2072,22
2001,8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.38,1139,22
3506,23849,Pokemon XY: Sora no Hahen,"Adventure, Fantasy, Kids",Movie,1,6.97,2360,22
11707,2342,Shin Choujin Densetsu Urotsukidouji Mataiden,"Demons, Fantasy, Hentai, Horror, Sci-Fi",OVA,2,6.22,676,22
6999,10520,Nurse Witch Komugi-chan Magikarte Z Special,"Comedy, Parody",Special,1,5.8,1227,22
6515,6993,Koneko no Rakugaki,Comedy,Movie,1,6.08,547,22
12055,10424,Ona x2,Hentai,OVA,1,5.65,946,22
6529,3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Adventure, Kids",Movie,1,6.07,748,21
12063,4357,El,"Action, Hentai, Sci-Fi",OVA,2,5.63,1071,21
5552,4023,Kitty&#039;s Paradise,"Fantasy, Kids",TV,16,6.42,532,21
8021,16606,C.L.A.Y.,Horror,ONA,1,3.84,1104,21
11730,3109,Mei King,"Adventure, Comedy, Fantasy, Hentai",OVA,4,6.19,1106,21
11741,3795,Hana to Hebi The Animation,Hentai,OVA,3,6.17,1394,21
6815,30358,Turnover,"School, Slice of Life",ONA,1,5.92,1150,21
6170,1200,Gun-dou Musashi,"Adventure, Fantasy, Samurai",TV,26,6.23,3955,21
11370,30741,Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,Hentai,OVA,2,6.75,2568,21
11701,4084,Inma Youjo,"Fantasy, Hentai, Horror, Supernatural",OVA,5,6.23,1065,21
7264,5632,Nihonichi Momotarou,Fantasy,Movie,1,5.59,705,21
6824,8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,"Magic, Shoujo",Movie,1,5.91,594,21
4597,29255,Ghost in the Shell Arise Episode: [.jp],Action,Special,1,6.68,2209,21
11835,30543,Rasen Sokou no Dystopia,Hentai,OVA,2,6.01,1943,21
4431,9549,Alps no Shoujo Heidi: Heidi to Clara-hen,"Drama, Historical, Slice of Life",Movie,1,6.72,717,21
11577,22901,Love es M The Animation,Hentai,OVA,1,6.4,1585,21
11387,24271,Paizuri Cheerleader vs. Sakunyuu Ouendan!,Hentai,OVA,1,6.72,2089,21
11724,10043,Sailor Fuku Shinryou Tsumaka,Hentai,OVA,2,6.2,1442,21
5494,28385,Seto no Hanayome Picture Drama,"Comedy, Parody, Romance, School",Special,1,6.44,1264,21
5101,13185,Juusen Battle Monsuno,"Action, Adventure",TV,52,6.55,2248,21
5841,30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody",ONA,1,6.34,1271,21
6204,2693,Detatoko Princess,"Comedy, Fantasy",OVA,3,6.21,1220,21
11576,27879,Eromame,Hentai,OVA,2,6.4,1854,21
4915,1724,Saint October,"Adventure, Fantasy",TV,26,6.6,3838,21
11608,24357,Mokkai Shiyo?,Hentai,OVA,1,6.37,1453,21
11995,1402,Princess Memory,"Fantasy, Hentai, Romance",OVA,2,5.76,789,21
6383,29517,Kumi to Tulip,"Kids, Sci-Fi",Movie,1,6.14,999,21
7852,7031,Satsujinkyou Jidai,Fantasy,Movie,1,4.86,670,21
5880,3115,Toki no Tabibito: Time Stranger,"Action, Adventure, Romance, Sci-Fi",Movie,1,6.33,941,21
5591,2422,Kenritsu Chikyuu Boueigun,"Action, Adventure, Comedy, Sci-Fi, Shounen",OVA,1,6.41,939,21
6504,19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,"Comedy, Fantasy, Magic",Special,13,6.09,1203,21
7243,2482,Good Morning Althea,"Action, Mecha, Sci-Fi",OVA,1,5.61,830,21
7239,8701,Apartment!,"Comedy, Slice of Life",ONA,1,5.61,819,21
7967,9895,The Bathroom,"Comedy, Dementia",Movie,1,4.4,671,21
5280,10528,Duel Masters Cross Shock,"Action, Adventure, Comedy, Shounen",TV,50,6.5,920,21
7355,8710,SOS TV Walpurgis Night Fever Episode 0,"Comedy, Sci-Fi",Special,1,5.51,542,21
7069,19137,EDEN,Music,Music,1,5.75,1159,21
7014,8628,Chains &amp; Rings,"Fantasy, Music",Music,1,5.79,687,21
11598,9287,Inyouchuu Shoku Special,"Demons, Fantasy, Hentai, Horror, Supernatural",OVA,1,6.38,1492,21
11946,3334,Jokuana,Hentai,OVA,2,5.85,1137,21
11931,5674,Ashita no Yukinojou,"Hentai, Romance, School, Sports",OVA,4,5.87,1547,21
6733,6792,Mobile Suit SD Gundam Mk V,"Comedy, Mecha, Parody, Sci-Fi",OVA,3,5.97,1294,21
11477,31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,"Harem, Hentai, School",OVA,1,6.55,1729,21
5389,15093,Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.47,992,21
4028,3935,Karakuri Kiden: Hiwou Senki,"Action, Adventure, Historical, Mecha",TV,26,6.82,719,21
1012,10471,Ie Naki Ko Remi Specials,"Adventure, Drama",Special,3,7.72,781,21
6837,28439,Hatsune Miku x Tetsuya Nomura,Music,Special,1,5.9,1232,21
12158,5568,"Rinkan Gakuen: Yamete! ...Okaasan, Minaide!",Hentai,OVA,1,5.43,1325,21
5005,28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,6.58,988,21
11932,3558,Doukyuusei (OVA): Natsu no Owari ni,"Drama, Harem, Hentai, Romance",OVA,4,5.87,1114,21
3871,865,Kikou Senki Dragonar,"Adventure, Mecha, Sci-Fi, Shounen, Space",TV,48,6.86,1961,21
7071,27793,It Girl,Music,Music,1,5.75,961,21
4674,21599,Fight Ippatsu! Juuden-chan!! OVA,"Comedy, Ecchi, Sci-Fi",OVA,1,6.66,1285,21
4977,7048,Crush Gear Nitro,"Cars, Shounen, Sports",TV,50,6.58,700,21
5733,8042,Taishou Yakyuu Musume. Specials,"School, Sports",Special,2,6.37,907,21
8031,16604,Pinky,"Comedy, Horror",ONA,1,3.71,1254,21
11738,3038,Senya Ichiya Monogatari,"Fantasy, Hentai",Movie,1,6.18,1394,21
11883,5522,Juuninin no Onna Kyoushi,Hentai,OVA,2,5.95,1123,21
6440,8921,Believe,"Action, Music, Super Power",Music,1,6.11,616,21
5011,8603,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life",Music,1,6.58,653,21
11856,5191,Trouble Evocation,"Drama, Hentai, Romance",OVA,2,5.99,679,20
1732,2009,Yawara! Special: Zutto Kimi no Koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46,855,20
12141,4867,Seishou Jogangu Alice Doll,Hentai,OVA,2,5.47,787,20
12225,3910,Kyuukyoku no Sex Adventure Kamasutra,"Action, Comedy, Hentai, Romance, Supernatural",OVA,1,5.08,835,20
11500,21059,Oppai Infinity∞! The Animation,Hentai,OVA,1,6.51,1885,20
11844,24327,Oyome-sama Honey Days♥,Hentai,OVA,2,6.0,1403,20
4025,8208,Jigoku Sensei Nube (Movie),"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.82,1120,20
12110,5733,Okusama wa Joshikousei,"Hentai, Romance",OVA,1,5.52,1006,20
4126,5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"Magic, Shoujo",TV,62,6.8,783,20
6954,31549,Peeping Life TV: Season 1??,"Comedy, Slice of Life",TV,12,5.83,1573,20
7868,8646,44-hiki no Neko,"Kids, Music",Music,1,4.8,855,20
3817,28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Parody, School, Slice of Life",TV,12,6.88,2007,20
6435,18205,World Fool News (TV),"Comedy, Slice of Life",TV,12,6.12,999,20
11768,4364,Kunoichi Bakumatsu Kitan,Hentai,OVA,2,6.13,1274,20
1464,2922,Ashita no Joe 2 (Movie),"Drama, Sports",Movie,1,7.53,1396,20
12025,4849,Triangle Heart: Sazanami Joshi Ryo,Hentai,OVA,5,5.71,1549,20
6404,25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Music,Special,1,6.13,863,20
6250,3600,Sengoku Kitan Youtouden,"Action, Demons, Martial Arts",OVA,3,6.2,982,20
6741,19187,Fake Doll,Music,Music,1,5.96,893,20
3627,4406,Mazinger Z tai Ankoku Daishougun,"Action, Mecha, Shounen",Movie,1,6.93,945,20
5614,16740,Hanamaru Youchien Special Preview,"Comedy, School",Special,1,6.4,1093,20
3825,32415,Garo: Honoo no Kokuin - Home,"Action, Demons, Fantasy, Magic, Supernatural",Special,1,6.88,2139,20
12016,4260,Five Card,"Comedy, Hentai, School",OVA,4,5.72,698,20
5949,11505,Kiss Dum: Omokage,"Mecha, Military, Sci-Fi",Special,1,6.3,605,20
3824,22513,Freely Tomorrow,Music,Music,1,6.87,1199,20
7127,6777,Densha Kamo Shirenai,Music,Music,1,5.7,528,20
11750,31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",Hentai,OVA,1,6.15,1807,20
11694,2139,Kakyuusei 2: Anthology,"Drama, Harem, Hentai, Romance",OVA,2,6.24,1397,20
12111,3912,Rejuvenation,Hentai,OVA,2,5.52,721,20
5667,9100,Umi Monogatari: Marin no Kore Naani?,Comedy,Special,4,6.39,1229,20
5133,2915,Chikyuu ga Ugoita Hi,Drama,Movie,1,6.54,744,20
12085,2338,Youjuu Kyoushitsu,"Demons, Hentai, Horror",OVA,6,5.58,830,20
5972,8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",Movie,1,6.29,1208,20
6600,2065,Gall Force: New Era,"Action, Mecha, Military, Sci-Fi, Space",OVA,2,6.04,950,20
7908,3930,Issunboushi no Shusse,Supernatural,Movie,1,4.69,685,20
3879,11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,"Comedy, Shoujo",Special,51,6.86,1220,20
3102,4876,Hashire Melos!,"Action, Adventure, Historical",Movie,1,7.08,1932,20
2892,4742,Papa to Odorou,Comedy,TV,16,7.14,567,20
7500,8935,Nekketsu Uchuujin,"Comedy, Sci-Fi",ONA,1,5.37,832,20
4454,20391,Hidamari Sketch: Chou Hidamatsuri Special,Comedy,Special,1,6.72,1496,20
11684,19283,Oyako Rankan The Animation,Hentai,OVA,1,6.25,1578,20
7961,1993,Hanoka Recap,Sci-Fi,Special,1,4.43,471,20
8055,29949,Nami,Dementia,Movie,1,2.67,1817,20
11803,3951,Shimai Ijiri,Hentai,OVA,2,6.07,818,20
11504,24317,Love Colon,Hentai,OVA,2,6.51,1970,20
3814,32151,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist. Specials,"Action, Music, Sci-Fi",Special,4,6.88,1363,20
5359,4113,Mahou no Mako-chan,"Fantasy, Magic, Romance, Shoujo",TV,48,6.48,678,20
3153,1892,YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,25,7.07,486,20
11725,26059,Samurai Hormone The Animation,Hentai,OVA,1,6.2,1433,20
5505,6861,Water Brain,"Dementia, Fantasy, Sci-Fi",Special,1,6.44,862,20
5225,13153,Renkyori Enai,Music,Music,1,6.52,719,20
2224,2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure,Movie,1,7.32,1156,20
5787,2059,Mainichi ga Nichiyoubi,"Comedy, Romance",OVA,6,6.35,735,20
5868,23367,Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",Special,6,6.33,1154,20
11625,27881,Ana no Oku no Ii Tokoro,Hentai,OVA,2,6.35,2104,20
4666,3800,Arrow Emblem Grand Prix no Taka,"Cars, Drama, Sports",TV,44,6.66,820,20
11907,2376,Shusaku Liberty,Hentai,OVA,2,5.92,1165,20
6289,28093,Hana wa Saku: Touhoku ni Saku,"Fantasy, Kids",Special,1,6.18,557,20
5773,6872,Cyborg 009,"Action, Adventure, Drama, Sci-Fi, Shounen",Movie,1,6.35,1216,20
5453,7718,Denshinbashira Elemi no Koi,Fantasy,Movie,1,6.45,1139,20
11965,3922,Reiju Gakuen,"Hentai, School",OVA,2,5.82,1226,20
5460,12689,Kiss Dum R: Meguriahi,"Mecha, Military, Sci-Fi",Special,1,6.45,683,19
6829,1176,Unkai no Meikyuu Zeguy,"Action, Adventure, Fantasy",OVA,2,5.91,808,19
5022,8815,Domo TV,Comedy,TV,26,6.57,832,19
7145,7862,Transformers: Robot Masters,Mecha,Special,2,5.69,485,19
3412,5091,Manga Sarutobi Sasuke,"Adventure, Comedy, Historical, Supernatural",TV,24,7.0,523,19
11444,33514,Nama Lo Re: Furachimono The Animation,Hentai,OVA,1,6.61,1325,19
6825,4318,Ryuu Seiki,"Action, Demons, Fantasy, Sci-Fi",OVA,2,5.91,897,19
1645,24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.48,1034,19
4676,3185,Fortune Quest L,"Adventure, Comedy, Fantasy, Magic",TV,26,6.66,845,19
5893,17897,Hana wa Saku,Music,Special,1,6.32,762,19
7468,4176,Wanna-Be&#039;s,"Action, Comedy, Sports",OVA,1,5.4,763,19
3716,5763,Uchuu Kuubo Blue Noah,"Action, Drama, Military, Sci-Fi, Space",TV,24,6.91,612,19
2276,3437,Mister Ajikko,"Comedy, Shounen",TV,99,7.31,1828,19
2512,1778,Dae Jang Geum: Jang Geum&#039;s Dream,"Adventure, Comedy, Historical",TV,26,7.24,1315,19
11808,2340,Gedou Gakuen,"Hentai, Supernatural",OVA,5,6.05,785,19
6288,2892,Hakushon Daimaou,"Comedy, Fantasy",TV,52,6.18,692,19
6143,7427,Getsumen To Heiki Mina Specials,"Action, Comedy, Ecchi, Shounen, Super Power",Special,2,6.24,804,19
5372,28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,"Comedy, Fantasy, Supernatural",Special,3,6.48,2190,19
12233,3584,Injuu Nerawareta Idol,"Demons, Hentai",OVA,1,4.95,652,19
7141,6978,Kyoufu Densetsu Kaiki! Frankenstein,"Drama, Horror, Sci-Fi",Special,1,5.69,578,19
4106,1758,Di Gi Charat Tsuyu Specials,Comedy,Special,2,6.8,963,19
7047,33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy, Parody",ONA,12,5.99,3251,19
3608,8368,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.93,953,19
6712,7466,Hashire!,Comedy,ONA,1,5.98,556,19
5021,2881,Chinmoku no Kantai,"Drama, Military",OVA,3,6.57,924,19
6151,32959,Mirai no Watashi,"Comedy, Slice of Life",ONA,1,6.24,1089,19
7189,20857,Nebula feat. Hatsune Miku,Music,Music,1,5.66,1006,19
4727,5828,Kishin Douji Zenki Gaiden: Anki Kitan,"Action, Supernatural",OVA,1,6.65,892,19
7536,6090,Hon Ran,"Action, Magic, Martial Arts",OVA,1,5.33,781,19
6967,611,Platonic Chain,"Sci-Fi, Slice of Life",TV,24,5.82,1091,19
7257,6525,Peeping Life,"Comedy, Slice of Life",TV,10,5.6,1534,19
6392,3398,Shin Hurricane Polymar,"Action, Martial Arts, Sci-Fi, Super Power",OVA,2,6.14,752,19
12099,4479,Shitsurakuen,Hentai,OVA,2,5.55,762,19
12145,4692,Tragic Silence: Shoujo Yugi,Hentai,OVA,1,5.46,656,19
11911,16476,Idol Kouhosei,Hentai,OVA,1,5.9,1442,19
6832,11735,Coluboccoro,"Fantasy, Sci-Fi",OVA,1,5.89,1081,19
12037,3063,Gakuen Sodom,Hentai,OVA,2,5.68,925,19
2568,3079,Aoki Ryuusei SPT Layzner,"Mecha, Military, Sci-Fi, Shounen, Space",TV,38,7.22,2378,19
4033,33741,Mobile Police Patlabor Reboot,"Comedy, Mecha, Police, Sci-Fi",Movie,1,6.82,2303,19
2987,6554,Kawa no Hikari,"Adventure, Kids",Special,1,7.11,806,19
2341,2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police",Movie,1,7.29,786,19
5759,9254,Mianhada Saranghanda,Drama,Movie,1,6.36,969,19
5855,16233,Yowai Mushi,"Drama, Music",Special,1,6.34,1154,19
3200,2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Movie,1,7.05,1051,19
7272,15021,Yuki no Taiyou Pilot,"Drama, Shoujo",Special,1,5.58,1051,19
7503,7243,Suisei,"Comedy, Dementia",Movie,1,5.37,623,19
11983,3586,Isaku,Hentai,OVA,3,5.78,946,19
6511,31064,Gunslinger Stratos: The Animation - Kikan/Kaze no Yukue,"Action, Sci-Fi",ONA,1,6.08,1348,19
2639,2669,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space",Movie,1,7.2,1059,19
11894,4608,Yuuwaku Countdown: Akira,Hentai,OVA,3,5.94,965,19
6145,31065,Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,"Action, Sci-Fi",Special,1,6.24,1379,19
1245,5075,Yuusha Keisatsu J-Decker,"Action, Adventure, Mecha, Police, Sci-Fi",TV,48,7.62,1116,19
11951,5049,Onmyouji: Youen Emaki,"Demons, Hentai",OVA,2,5.85,1017,19
11974,2007,Dousou Kai Again,Hentai,OVA,2,5.8,1101,19
5391,3482,Madonna,"Comedy, School, Sports",OVA,2,6.47,849,19
6058,5289,Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi",Movie,1,6.26,685,19
4200,3923,Kamen Rider Den-O: Imagin Anime,"Action, Adventure, Comedy, Kids, Super Power",OVA,10,6.78,699,19
4087,5201,Salad Juu Yuushi Tomatoman,"Adventure, Comedy",TV,50,6.81,443,19
7165,9861,Anime Tenchou Movie,"Action, Parody",Movie,1,5.67,1280,18
5564,25257,Persona 4 the Animation: Mr. Experiment Shorts,Comedy,Special,5,6.42,2196,18
11921,9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,Hentai,OVA,3,5.9,1363,18
5689,15717,Nagareboshi Lens Specials,"Romance, Shoujo",Special,3,6.38,1557,18
5277,2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,"Action, Drama, Mecha",OVA,1,6.5,653,18
7188,11799,Midori no Neko,Mystery,OVA,1,5.66,556,18
11309,23247,Oshaburi Announcer,Hentai,OVA,1,6.84,1808,18
11818,5411,Suika: Manatsu no Okurimono,"Drama, Fantasy, Hentai, Romance",OVA,1,6.04,1008,18
7659,11411,Hell Target,"Horror, Sci-Fi, Space",OVA,1,5.18,629,18
4204,4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Fantasy,TV,52,6.78,1108,18
5627,1580,Mouryou Senki Madara,"Adventure, Demons, Shounen, Supernatural",OVA,2,6.4,813,18
4492,32011,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",TV,13,6.71,2791,18
11612,18151,Saimin Jutsu Zero,Hentai,OVA,2,6.37,1974,18
12140,3950,Injuu Daikessen,Hentai,OVA,1,5.47,647,18
2737,3486,Yuusha Tokkyuu Might Gaine,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021,18
3333,3519,Garakuta-doori no Stain,Comedy,TV,13,7.02,641,18
12163,5107,Balthus: Tia no Kagayaki,"Action, Hentai, Romance",OVA,1,5.41,901,18
11861,4488,Keraku-No-OH King of Pleasure,Hentai,OVA,3,5.98,882,18
11487,31401,Creamy Pie,Hentai,OVA,2,6.54,2481,18
6834,3499,DinoZone,"Adventure, Sci-Fi, Shounen",OVA,5,5.9,636,18
12078,1784,Injuu Nerawareta Hanayome,Hentai,OVA,2,5.6,932,18
11919,4799,Mune Kyun! Heartful Cafe,Hentai,OVA,2,5.9,1058,18
7081,9324,Elf 17,"Adventure, Comedy, Martial Arts, Mecha",OVA,1,5.74,584,18
5066,3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy",TV,26,6.56,561,18
2473,2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.25,1075,18
7201,2839,Ariel Visual,"Action, Comedy, Mecha, Sci-Fi",OVA,2,5.64,653,18
4622,8108,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"Adventure, Comedy, Kids",Movie,1,6.68,1028,18
667,31380,To LOVE-Ru Darkness 2nd OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,3,7.91,18575,18
3294,20945,Iron Kid,"Action, Adventure, Comedy, Sci-Fi",TV,26,7.03,908,18
12202,5383,My Life As,"Comedy, Hentai, Yuri",OVA,1,5.24,778,18
2942,3561,Dennou Boukenki Webdiver,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876,18
12184,3566,Hika Ryoujoku: Wana ni Hamatta Futari,Hentai,OVA,1,5.32,1062,18
12069,3633,Angel,"Comedy, Hentai, School",OVA,1,5.61,1005,18
7918,7029,Tonari no Yarou,Comedy,Movie,1,4.65,482,18
3841,6560,Popee the Performer,"Comedy, Dementia",TV,39,6.87,1565,18
7974,1585,Spectral Force,"Demons, Fantasy",OVA,2,4.36,1010,18
2881,3638,Kaiketsu Zorori,"Adventure, Comedy",TV,52,7.14,1034,18
6006,5723,Mobile Suit Gundam: More Information on the Universal Century,"Mecha, Military, Sci-Fi, Space",Special,10,6.28,1350,18
7280,7296,Michi (Music),Music,Music,1,5.58,431,18
6855,2308,Lime-iro Ryuukitan X,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,5.89,2009,18
11434,23719,Rennyuu Tales The Animation,Hentai,OVA,1,6.62,1859,18
1035,31997,Hetalia: The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1,7.71,2152,18
1521,30869,Ajin Part 2: Shoutotsu,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.51,11377,18
1625,9931,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life",Movie,1,7.48,1356,18
12232,3541,Kouin Tenshi: Haitoku no Lycéenne,Hentai,OVA,1,4.99,652,18
12086,2874,Charm Point 1: Sister&#039;s Rondo,Hentai,OVA,1,5.57,868,18
11887,32484,A-Size Classmate,Hentai,OVA,2,5.94,2209,18
7462,2765,Momotarou: Umi no Shinpei,"Action, Military",Movie,1,5.4,700,18
5875,31113,Puchitto Furikaerintia,"Action, Adventure, Mecha, Sci-Fi",Special,1,6.33,1003,18
11999,3645,Yunyun☆Paradise,Hentai,OVA,1,5.76,678,18
12071,3396,Gloria: Kindan no Ketsuzoku,"Drama, Hentai, Mystery, Romance",OVA,3,5.61,654,18
5729,9290,Moyashimon CGI Anime,"Comedy, School, Supernatural",OVA,1,6.37,1415,18
3063,3811,Hoshi no Oujisama Petit Prince,Adventure,TV,39,7.09,736,18
6641,4210,Gokiburi-tachi no Tasogare,"Drama, Military",Movie,1,6.02,794,18
7020,4058,Makyou Gaiden Le Deus,"Action, Adventure, Mecha, Sci-Fi",OVA,1,5.79,671,18
4320,29853,Girls und Panzer Heartful Tank Disc: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,2,6.75,1457,18
6264,33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,"Shounen, Sports",ONA,6,6.2,1867,18
12121,3082,Stairs: Houkago no Album,Hentai,OVA,1,5.51,854,18
5361,6130,Marie &amp; Gali,Comedy,TV,40,6.48,2373,18
2265,2987,Ginga Hyouryuu Vifam,"Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329,18
5792,4024,Sanrio Anime Sekai Meisaku Gekijou,"Adventure, Fantasy, Kids",TV,13,6.35,611,18
11424,20589,Bikyaku Seido Kaichou Ai,Hentai,OVA,1,6.63,2051,18
11864,11815,Ijou Chitai: Jikken Dorei,Hentai,OVA,2,5.97,1638,18
7011,2837,Ariel Deluxe,"Action, Comedy, Mecha, Sci-Fi",OVA,2,5.79,615,18
1055,1393,Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8,7.7,1113,18
4883,15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy",Special,1,6.61,1041,17
12125,3093,Kekkai,Hentai,OVA,1,5.5,945,17
7547,2022,Fight!!,"Action, Fantasy, Supernatural",OVA,1,5.31,581,17
4309,8950,Akage no Anne: Green Gables e no Michi,"Adventure, Historical, Shoujo, Slice of Life",Movie,1,6.75,1218,17
2410,4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093,17
5093,5238,Chocolate Underground: Bokura no Chocolate Sensou,Adventure,Movie,1,6.55,1432,17
6734,1154,Mother: Saigo no Shoujo Eve,"Adventure, Drama, Sci-Fi",Movie,1,5.97,697,17
7180,1052,Tokyo Juushouden,"Action, Adventure, Shounen, Supernatural",OVA,3,5.67,1001,17
1299,25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,"Drama, Josei",OVA,2,7.6,3208,17
11824,4489,Septem Charm Magical Kanan: SP Summer Camp,Hentai,Special,2,6.03,958,17
4332,2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,"Magic, Shoujo",OVA,1,6.75,658,17
7880,3113,Pinky Street,"Comedy, Slice of Life",OVA,2,4.78,619,17
7749,20707,&quot;0&quot;,Music,Music,1,5.06,1170,17
4966,2718,Umi no Triton,"Adventure, Fantasy, Shounen",TV,27,6.59,709,17
3473,30039,Future Card Buddyfight 100,Game,TV,50,6.98,1365,17
3384,1040,Mizuiro Jidai,"Shoujo, Slice of Life",TV,47,7.01,1519,17
7757,9777,Umacha,Slice of Life,Special,2,5.06,748,17
6497,12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",OVA,1,6.09,595,17
12074,7455,Kurutta Kyoutou: Danzai no Gakuen,Hentai,OVA,1,5.61,1298,17
6270,17887,Ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19,804,17
5468,28853,Pokemon: Pikachu to Pokemon Ongakutai,"Adventure, Fantasy, Kids",Movie,1,6.45,1509,17
11899,22815,Yariman Fudousan,Hentai,OVA,2,5.92,1327,17
